Title,Author,Genre,Height,Publisher
Learning OpenCV,"Bradsky, Gary",data_science,232,
Power Electronics - Rashid,"Rashid, Muhammad",computer_science,235,
Karl Marx Biography,,nonfiction,162,
"History of England, Foundation","Ackroyd, Peter",history,197,
"Age of the Warrior, The","Fisk, Robert",history,197,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,Pan
"Signal and the Noise, The","Silver, Nate",data_science,233,Penguin
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
Angels & Demons,"Brown, Dan",fiction,178,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",history,180,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
We the People,Palkhivala,philosophy,216,
Pattern Classification,"Duda, Hart",tech,241,
"Wealth of Nations, The","Smith, Adam",economics,175,
One,"Bach, Richard",nonfiction,172,
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,Penguin
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,HarperCollins
"Moon is Down, The","Steinbeck, John",fiction,196,
Broca's Brain,"Sagan, Carl",science,174,
All the President's Men,"Woodward, Bob",nonfiction,177,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
"Last Lecture, The","Pausch, Randy",nonfiction,197,Hyperion
Justice League: The Villain's Journey,,comic,258,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
Final Crisis,,comic,257,
Design with OpAmps,"Franco, Sergio",tech,240,
False Impressions,"Archer, Jeffery",fiction,177,Pan
"Christmas Carol, A","Dickens, Charles",fiction,196,
Freakonomics,"Dubner, Stephen",economics,197,
Freedom at Midnight,"Lapierre, Dominique",nonfiction,167,vikas
We the Living,"Rand, Ayn",fiction,178,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
"Artist and the Mathematician, The","Aczel, Amir",science,186,HighStakes
Superfreakonomics,"Dubner, Stephen",economics,179,
"Theory of Everything, The","Hawking, Stephen",science,217,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Code Book, The","Singh, Simon",science,197,
Angels & Demons,"Brown, Dan",fiction,170,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
We the People,Palkhivala,philosophy,216,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
Data Mining Handbook,"Nisbet, Robert",tech,242,
Political Philosophers,,philosophy,162,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
"World's Greatest Trials, The",,nonfiction,210,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
"New Machiavelli, The","Wells, H. G.",fiction,180,
Design with OpAmps,"Franco, Sergio",tech,240,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",tech,240,MIT Press
Elements of Information Theory,"Thomas, Joy",tech,229,
"Judge, The",,fiction,170,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
"Death of Superman, The",,comic,258,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Catch 22,"Heller, Joseph",fiction,178,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
History of the DC Universe,,comic,258,
"Veteran, The","Forsyth, Frederick",fiction,177,Transworld
Econometric Analysis,"Greene, W. H.",economics,242,
Pattern Classification,"Duda, Hart",tech,241,
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",nonfiction,180,
To Sir With Love,Braithwaite,fiction,197,
Image Processing with MATLAB,"Eddins, Steve",tech,241,
Elements of Information Theory,"Thomas, Joy",tech,229,
Image Processing & Mathematical Morphology,"Shih, Frank",signal_processing,241,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
Talking Straight,"Iacoca, Lee",nonfiction,175,
India's Legal System,Nariman,nonfiction,177,
Half A Life,"Naipaul, V S",fiction,196,
"Arthashastra, The",Kautiyla,philosophy,214,
Orientalism,"Said, Edward",history,197,Penguin
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
Physics & Philosophy,"Heisenberg, Werner",science,197,
Karl Marx Biography,,nonfiction,162,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Girl who played with Fire,"Larsson, Steig",fiction,179,
"Brethren, The","Grisham, John",fiction,174,
"Code Book, The","Singh, Simon",science,197,
Rationality & Freedom,"Sen, Amartya",economics,213,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
"City of Joy, The","Lapierre, Dominique",fiction,177,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
"Moon is Down, The","Steinbeck, John",fiction,196,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,Vintage
"Life in Letters, A","Steinbeck, John",nonfiction,196,
"Complete Mastermind, The",BBC,nonfiction,178,BBC
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
Char Shabda,"Deshpande, P L",nonfiction,214,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Data Scientists at Work,Sebastian Gutierrez,data_science,230,
Data Smart,"Foreman, John",tech,235,
Structure and Randomness,"Tao, Terence",mathematics,252,
"Courtroom Genius, The",Sorabjee,nonfiction,217,
"Prince, The",Machiavelli,fiction,173,
Batman Handbook,,comic,270,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",history,180,
"Last Lecture, The","Pausch, Randy",nonfiction,197,
Animal Farm,"Orwell, George",fiction,180,
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,Mauj
Electric Universe,"Bodanis, David",science,201,Penguin
Integration of the Indian States,"Menon, V P",nonfiction,217,
"Age of the Warrior, The","Fisk, Robert",nonfiction,197,
Freakonomics,"Dubner, Stephen",science,197,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Char Shabda,"Deshpande, P L",nonfiction,214,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,Penguin
Econometric Analysis,"Greene, W. H.",tech,242,
Image Processing & Mathematical Morphology,"Shih, Frank",tech,241,
Aghal Paghal,"Deshpande, P L",nonfiction,212,
New Markets & Other Essays,"Drucker, Peter",science,176,
Freakonomics,"Dubner, Stephen",science,197,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
God Created the Integers,"Hawking, Stephen",mathematics,197,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
"Artist and the Mathematician, The","Aczel, Amir",science,186,
God Created the Integers,"Hawking, Stephen",tech,197,
Animal Farm,"Orwell, George",fiction,180,
O Jerusalem!,"Lapierre, Dominique",nonfiction,217,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Identity & Violence,"Sen, Amartya",philosophy,219,
Electric Universe,"Bodanis, David",science,201,
India from Midnight to Milennium,"Tharoor, Shashi",history,198,Penguin
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Jurassic Park,"Crichton, Michael",fiction,174,Random House
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,Prentice Hall
Flashpoint,,comic,265,
"Age of Wrath, The","Eraly, Abraham",nonfiction,238,
"Veteran, The","Forsyth, Frederick",fiction,177,Transworld
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
Think Complexity,"Downey, Allen",tech,230,
Apulki,"Deshpande, P L",nonfiction,211,
Pattern Classification,"Duda, Hart",data_science,241,
"City of Joy, The","Lapierre, Dominique",fiction,177,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",history,180,
One,"Bach, Richard",nonfiction,172,
Crisis on Infinite Earths,,fiction,258,
Maqta-e-Ghalib,"Garg, Sanjay",fiction,221,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,Penguin
"Story of Philosophy, The","Durant, Will",philosophy,170,
Pattern Classification,"Duda, Hart",data_science,241,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,
"Prince, The",Machiavelli,fiction,173,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,Penguin
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
"Short History of the World, A","Wells, H G",history,197,
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",history,180,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,Simon&Schuster
"Theory of Everything, The","Hawking, Stephen",science,217,Jaico
New Markets & Other Essays,"Drucker, Peter",economics,176,Penguin
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
Animal Farm,"Orwell, George",fiction,180,
"Outsider, The","Camus, Albert",fiction,198,
India from Midnight to Milennium,"Tharoor, Shashi",history,198,
Econometric Analysis,"Greene, W. H.",tech,242,Pearson
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",tech,230,Springer
Birth of a Theorem,"Villani, Cedric",mathematics,234,
"Veteran, The","Forsyth, Frederick",fiction,177,Transworld
"Killing Joke, The",,comic,283,
Superfreakonomics,"Dubner, Stephen",science,179,
Char Shabda,"Deshpande, P L",nonfiction,214,
Mein Kampf,"Hitler, Adolf",nonfiction,212,
Let Us C,"Kanetkar, Yashwant",computer_science,213,Prentice Hall
Beyond Degrees,,philosophy,222,HarperCollins
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,
"Information, The","Gleick, James",science,233,
Justice League: The Villain's Journey,,comic,258,
"Code Book, The","Singh, Simon",science,197,
Journal of a Novel,"Steinbeck, John",fiction,196,
"Arthashastra, The",Kautiyla,philosophy,214,
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,
"Deceiver, The","Forsyth, Frederick",fiction,178,
In a Free State,"Naipaul, V. S.",fiction,196,Rupa
Empire of the Mughal - Brothers at War,"Rutherford, Alex",history,180,
Free Will,"Harris, Sam",philosophy,203,
Aghal Paghal,"Deshpande, P L",nonfiction,212,
Data Analysis with Open Source Tools,"Janert, Phillip",data_science,230,
"History of England, Foundation","Ackroyd, Peter",nonfiction,197,
"Trial, The","Kafka, Frank",fiction,198,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,
Power Electronics - Mohan,"Mohan, Ned",tech,237,
Birth of a Theorem,"Villani, Cedric",mathematics,234,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
Python for Data Analysis,"McKinney, Wes",data_science,233,O'Reilly
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",nonfiction,180,
"World's Great Thinkers, The",,science,189,
"Idea of Justice, The","Sen, Amartya",philosophy,212,
Design with OpAmps,"Franco, Sergio",computer_science,240,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Asami Asami,"Deshpande, P L",fiction,205,
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",history,180,
Elements of Information Theory,"Thomas, Joy",data_science,229,
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Moon is Down, The","Steinbeck, John",fiction,196,
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
"Last Mughal, The","Dalrymple, William",nonfiction,199,
Superman Earth One - 1,,fiction,259,
"Brethren, The","Grisham, John",fiction,174,
"Cathedral and the Bazaar, The","Raymond, Eric",computer_science,217,
To Sir With Love,Braithwaite,fiction,197,Penguin
Urlasurla,Deshpande P L,fiction,211,
Burning Bright,"Steinbeck, John",fiction,175,
Statistical Decision Theory',"Pratt, John",tech,236,
"Tao of Physics, The","Capra, Fritjof",science,179,Penguin
"Arthashastra, The",Kautiyla,philosophy,214,
Ashenden of The British Agent,"Maugham, William S",fiction,160,Vintage
"Theory of Everything, The","Hawking, Stephen",science,217,Jaico
"Age of Discontuinity, The","Drucker, Peter",economics,178,Random House
"World's Greatest Trials, The",,history,210,
Hafasavnuk,Deshpande P L,fiction,211,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,Random House
Learning OpenCV,"Bradsky, Gary",tech,232,
"Age of Discontuinity, The","Drucker, Peter",nonfiction,178,
"Devil's Advocate, The","West, Morris",fiction,178,
Fundamentals of Wavelets,"Goswami, Jaideva",tech,228,Wiley
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,Penguin
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
Justice League: Throne of Atlantis,,fiction,258,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
Mein Kampf,"Hitler, Adolf",nonfiction,212,Rupa
Girl who played with Fire,"Larsson, Steig",fiction,179,
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,
"Story of Philosophy, The","Durant, Will",philosophy,170,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Return of the Primitive,"Rand, Ayn",philosophy,202,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",history,180,
Data Mining Handbook,"Nisbet, Robert",tech,242,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Neural Networks,"Haykin, Simon",data_science,240,
"Christmas Carol, A","Dickens, Charles",fiction,196,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,HarperCollins
Beyond the Three Seas,"Dalrymple, William",history,197,
"Wealth of Nations, The","Smith, Adam",economics,175,
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",nonfiction,180,
"Age of the Warrior, The","Fisk, Robert",history,197,
Angels & Demons,"Brown, Dan",fiction,170,
Elements of Information Theory,"Thomas, Joy",tech,229,
"City of Joy, The","Lapierre, Dominique",fiction,177,vikas
In a Free State,"Naipaul, V. S.",fiction,196,
Mossad,"Baz-Zohar, Michael",history,236,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
"Last Lecture, The","Pausch, Randy",nonfiction,197,Hyperion
"Story of Philosophy, The","Durant, Will",philosophy,170,Pocket
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,
In a Free State,"Naipaul, V. S.",fiction,196,Rupa
Talking Straight,"Iacoca, Lee",nonfiction,175,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
Superman Earth One - 1,,comic,259,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,Mauj
From Beirut to Jerusalem,"Friedman, Thomas",nonfiction,202,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
Let Us C,"Kanetkar, Yashwant",tech,213,
Image Processing with MATLAB,"Eddins, Steve",tech,241,
Learning OpenCV,"Bradsky, Gary",data_science,232,O'Reilly
Design with OpAmps,"Franco, Sergio",computer_science,240,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,Springer
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,Mauj
Think Complexity,"Downey, Allen",data_science,230,
Hafasavnuk,Deshpande P L,fiction,211,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",data_science,230,Springer
Hafasavnuk,Deshpande P L,fiction,211,
Karl Marx Biography,,nonfiction,162,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
"Cathedral and the Bazaar, The","Raymond, Eric",computer_science,217,
"Last Mughal, The","Dalrymple, William",nonfiction,199,Penguin
Justice League: Throne of Atlantis,,fiction,258,
"Killing Joke, The",,fiction,283,
Animal Farm,"Orwell, George",fiction,180,
"Moon is Down, The","Steinbeck, John",fiction,196,
Half A Life,"Naipaul, V S",fiction,196,
Selected Short Stories,,fiction,215,
Beyond Degrees,,philosophy,222,
Econometric Analysis,"Greene, W. H.",economics,242,
Asami Asami,"Deshpande, P L",fiction,205,Mauj
Data Scientists at Work,Sebastian Gutierrez,tech,230,
"City of Joy, The","Lapierre, Dominique",fiction,177,
Apulki,"Deshpande, P L",nonfiction,211,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
Power Electronics - Mohan,"Mohan, Ned",tech,237,
"World's Great Thinkers, The",,philosophy,189,
Data Analysis with Open Source Tools,"Janert, Phillip",tech,230,
Principles of Communication Systems,"Taub, Schilling",tech,240,
"Death of Superman, The",,comic,258,
Image Processing with MATLAB,"Eddins, Steve",tech,241,
Angels & Demons,"Brown, Dan",fiction,170,
Angels & Demons,"Brown, Dan",fiction,178,
"Great War for Civilization, The","Fisk, Robert",history,197,HarperCollins
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,Mauj
To Sir With Love,Braithwaite,fiction,197,
"Tao of Physics, The","Capra, Fritjof",science,179,
Data Analysis with Open Source Tools,"Janert, Phillip",tech,230,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,Pan
Half A Life,"Naipaul, V S",fiction,196,
Catch 22,"Heller, Joseph",fiction,178,
Batatyachi Chal,Deshpande P L,fiction,200,
Broca's Brain,"Sagan, Carl",science,174,
Scoop!,"Nayar, Kuldip",history,216,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,Picador
O Jerusalem!,"Lapierre, Dominique",history,217,vikas
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
Maqta-e-Ghalib,"Garg, Sanjay",nonfiction,221,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",nonfiction,224,
Talking Straight,"Iacoca, Lee",nonfiction,175,
"Judge, The",,fiction,170,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
Mossad,"Baz-Zohar, Michael",nonfiction,236,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,Penguin
Once There Was a War,"Steinbeck, John",nonfiction,196,
Burning Bright,"Steinbeck, John",fiction,175,
Asami Asami,"Deshpande, P L",fiction,205,
Journal of a Novel,"Steinbeck, John",fiction,196,Penguin
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
"Social Choice & Welfare, Vol 39 No. 1",Various,economics,235,
Dylan on Dylan,"Dylan, Bob",nonfiction,197,
Freedom at Midnight,"Lapierre, Dominique",nonfiction,167,
Mossad,"Baz-Zohar, Michael",history,236,
O Jerusalem!,"Lapierre, Dominique",history,217,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
We the Nation,Palkhivala,philosophy,216,
"Wealth of Nations, The","Smith, Adam",economics,175,
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,
Flashpoint,,fiction,265,
Scoop!,"Nayar, Kuldip",history,216,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,Fontana
Making Software,"Oram, Andy",tech,232,
Statistical Learning Theory,"Vapnik, Vladimir",data_science,228,
India from Midnight to Milennium,"Tharoor, Shashi",history,198,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
Learning OpenCV,"Bradsky, Gary",data_science,232,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
All the President's Men,"Woodward, Bob",history,177,
Half A Life,"Naipaul, V S",fiction,196,
"Judge, The",,fiction,170,
One,"Bach, Richard",nonfiction,172,
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
City of Djinns,"Dalrymple, William",history,198,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
Batatyachi Chal,Deshpande P L,fiction,200,
In a Free State,"Naipaul, V. S.",fiction,196,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
Batman: The Long Halloween,,comic,258,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",data_science,230,
"Veteran, The","Forsyth, Frederick",fiction,177,Transworld
Journal of a Novel,"Steinbeck, John",fiction,196,Penguin
Karl Marx Biography,,nonfiction,162,
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",history,180,
"Wealth of Nations, The","Smith, Adam",economics,175,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Catch 22,"Heller, Joseph",fiction,178,
"Artist and the Mathematician, The","Aczel, Amir",science,186,
Freakonomics,"Dubner, Stephen",economics,197,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,Penguin
"City of Joy, The","Lapierre, Dominique",fiction,177,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,Vintage
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
"Hidden Connections, The","Capra, Fritjof",science,197,HarperCollins
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",history,180,
We the Living,"Rand, Ayn",fiction,178,
Statistical Learning Theory,"Vapnik, Vladimir",data_science,228,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
"Analysis, Vol I","Tao, Terence",tech,248,HBA
"Courtroom Genius, The",Sorabjee,nonfiction,217,
From Beirut to Jerusalem,"Friedman, Thomas",history,202,
Angels & Demons,"Brown, Dan",fiction,170,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Superfreakonomics,"Dubner, Stephen",science,179,
To Sir With Love,Braithwaite,fiction,197,
Broca's Brain,"Sagan, Carl",science,174,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
Manasa,"Kale, V P",nonfiction,213,Mauj
Half A Life,"Naipaul, V S",fiction,196,
Birth of a Theorem,"Villani, Cedric",science,234,
"Russian Journal, A","Steinbeck, John",nonfiction,196,Penguin
Beyond Degrees,,philosophy,222,
Once There Was a War,"Steinbeck, John",nonfiction,196,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Learning OpenCV,"Bradsky, Gary",tech,232,
"Trial, The","Kafka, Frank",fiction,198,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,Mauj
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,Penguin
Final Crisis,,fiction,257,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
Batman Handbook,,fiction,270,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",history,180,
Power Electronics - Rashid,"Rashid, Muhammad",tech,235,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
Manasa,"Kale, V P",nonfiction,213,
Batman: The Long Halloween,,fiction,258,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
"Judge, The",,fiction,170,
"Christmas Carol, A","Dickens, Charles",fiction,196,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Rationality & Freedom,"Sen, Amartya",science,213,Springer
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,HarperCollins
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,
Econometric Analysis,"Greene, W. H.",tech,242,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,Penguin
Machine Learning for Hackers,"Conway, Drew",tech,233,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,Random House
Unpopular Essays,"Russell, Bertrand",philosophy,198,
O Jerusalem!,"Lapierre, Dominique",history,217,
"Veteran, The","Forsyth, Frederick",fiction,177,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,Picador
"Idea of Justice, The","Sen, Amartya",philosophy,212,
To Sir With Love,Braithwaite,fiction,197,Penguin
Angels & Demons,"Brown, Dan",fiction,178,Random House
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
Animal Farm,"Orwell, George",fiction,180,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Pattern Classification,"Duda, Hart",tech,241,
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
Crisis on Infinite Earths,,comic,258,
Hafasavnuk,Deshpande P L,fiction,211,
"Death of Superman, The",,comic,258,
Batatyachi Chal,Deshpande P L,fiction,200,
On Education,"Russell, Bertrand",philosophy,203,Routledge
Data Analysis with Open Source Tools,"Janert, Phillip",tech,230,
Batatyachi Chal,Deshpande P L,fiction,200,
Journal of a Novel,"Steinbeck, John",fiction,196,Penguin
Beyond Degrees,,philosophy,222,HarperCollins
"Complete Mastermind, The",BBC,nonfiction,178,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
"Age of Discontuinity, The","Drucker, Peter",economics,178,
"Hidden Connections, The","Capra, Fritjof",science,197,HarperCollins
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
Crisis on Infinite Earths,,comic,258,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,
History of the DC Universe,,fiction,258,
"Complete Mastermind, The",BBC,nonfiction,178,BBC
Mein Kampf,"Hitler, Adolf",nonfiction,212,Rupa
Final Crisis,,comic,257,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Superfreakonomics,"Dubner, Stephen",economics,179,
"Theory of Everything, The","Hawking, Stephen",science,217,Jaico
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Justice League: The Villain's Journey,,fiction,258,
Textbook of Economic Theory,"Stonier, Alfred",tech,242,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,
Maqta-e-Ghalib,"Garg, Sanjay",fiction,221,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
Manasa,"Kale, V P",nonfiction,213,Mauj
"Attorney, The",,fiction,170,
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
Freedom at Midnight,"Lapierre, Dominique",nonfiction,167,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
India's Legal System,Nariman,nonfiction,177,
O Jerusalem!,"Lapierre, Dominique",nonfiction,217,
Asami Asami,"Deshpande, P L",fiction,205,
Men of Mathematics,"Bell, E T",science,217,
Justice League: Throne of Atlantis,,fiction,258,
"Tao of Physics, The","Capra, Fritjof",science,179,
City of Djinns,"Dalrymple, William",history,198,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,
"City of Joy, The","Lapierre, Dominique",fiction,177,
"Artist and the Mathematician, The","Aczel, Amir",science,186,
Textbook of Economic Theory,"Stonier, Alfred",economics,242,Pearson
